time,tasmax_day_CNRM-CM5_rcp85,tasmin_day_CNRM-CM5_rcp85,Avg_temp
2015-01-01 00:00:00+00:00,287.03912,270.01627,5.37770
2015-01-02 00:00:00+00:00,289.44873,275.3421,9.245415
2015-01-03 00:00:00+00:00,289.10004,273.43948,8.11976
2015-01-04 00:00:00+00:00,288.32602,274.25937,8.14270
2015-01-05 00:00:00+00:00,284.93643,273.42493,6.03068
2015-01-06 00:00:00+00:00,283.65787,272.4896,4.923735
2015-01-07 00:00:00+00:00,282.3887,269.20633,2.647515
2015-01-08 00:00:00+00:00,286.4252,268.27057,4.197885
2015-01-09 00:00:00+00:00,289.37668,269.78043,6.42856
2015-01-10 00:00:00+00:00,290.65967,272.03934,8.19951
2015-01-11 00:00:00+00:00,289.8715,276.16696,9.86923
2015-01-12 00:00:00+00:00,288.01108,278.46423,10.08766
2015-01-13 00:00:00+00:00,285.34494,273.9176,6.48127
2015-01-14 00:00:00+00:00,286.03876,271.2945,5.51663
2015-01-15 00:00:00+00:00,286.17642,271.03848,5.45745
2015-01-16 00:00:00+00:00,285.04388,268.22083,3.48236
2015-01-17 00:00:00+00:00,283.7631,270.6926,4.0779
2015-01-18 00:00:00+00:00,284.43582,273.68655,5.91119
2015-01-19 00:00:00+00:00,284.54956,275.54144,6.89550
2015-01-20 00:00:00+00:00,284.623,276.8685,7.59575
2015-01-21 00:00:00+00:00,287.2581,280.6456,10.8019
2015-01-22 00:00:00+00:00,290.5187,283.25702,13.73786
2015-01-23 00:00:00+00:00,289.36493,282.77075,12.91784
2015-01-24 00:00:00+00:00,292.69495,283.85342,15.12419
2015-01-25 00:00:00+00:00,293.58707,276.32025,11.80366
2015-01-26 00:00:00+00:00,294.34045,276.16913,12.10479
2015-01-27 00:00:00+00:00,292.9619,279.70956,13.18573
2015-01-28 00:00:00+00:00,290.0972,283.4664,13.6318
2015-01-29 00:00:00+00:00,290.9683,280.82086,12.74458
2015-01-30 00:00:00+00:00,288.2238,282.17914,12.05147
2015-01-31 00:00:00+00:00,287.70114,282.81204,12.10659
2015-02-01 00:00:00+00:00,289.28253,278.83264,10.90759
2015-02-02 00:00:00+00:00,289.2132,275.32843,9.120815
2015-02-03 00:00:00+00:00,287.0975,274.08533,7.441415
2015-02-04 00:00:00+00:00,286.86838,274.17975,7.37407
2015-02-05 00:00:00+00:00,288.68253,274.44717,8.41485
2015-02-06 00:00:00+00:00,289.33487,274.52643,8.78065
2015-02-07 00:00:00+00:00,290.38242,276.51334,10.29788
2015-02-08 00:00:00+00:00,289.31674,277.5394,10.27807
2015-02-09 00:00:00+00:00,287.7179,281.3012,11.3596
2015-02-10 00:00:00+00:00,285.9907,277.80298,8.74684
2015-02-11 00:00:00+00:00,286.38968,275.1823,7.63599
2015-02-12 00:00:00+00:00,288.1818,272.56412,7.22296
2015-02-13 00:00:00+00:00,288.40195,273.47116,7.78656
2015-02-14 00:00:00+00:00,288.9021,275.1256,8.8639
2015-02-15 00:00:00+00:00,289.3886,275.4087,9.2487
2015-02-16 00:00:00+00:00,291.52963,277.85294,11.54129
2015-02-17 00:00:00+00:00,289.88702,280.63144,12.10923
2015-02-18 00:00:00+00:00,289.83463,283.06808,13.30136
2015-02-19 00:00:00+00:00,289.40576,284.93588,14.02082
2015-02-20 00:00:00+00:00,290.04858,281.67227,12.71043
2015-02-21 00:00:00+00:00,290.85498,276.92407,10.73953
2015-02-22 00:00:00+00:00,291.7933,277.59247,11.542885
2015-02-23 00:00:00+00:00,292.2641,278.83896,12.40153
2015-02-24 00:00:00+00:00,290.59106,282.41562,13.35334
2015-02-25 00:00:00+00:00,289.68942,285.44333,14.41638
2015-02-26 00:00:00+00:00,289.7777,285.1885,14.3331
2015-02-27 00:00:00+00:00,288.80914,283.38437,12.94676
2015-02-28 00:00:00+00:00,287.62723,278.28253,9.80488
2015-03-01 00:00:00+00:00,286.1806,276.81372,8.34716
2015-03-02 00:00:00+00:00,284.9486,276.78894,7.71877
2015-03-03 00:00:00+00:00,286.96982,276.91028,8.79005
2015-03-04 00:00:00+00:00,285.74814,276.14014,7.79414
2015-03-05 00:00:00+00:00,283.64474,274.04858,5.69666
2015-03-06 00:00:00+00:00,282.88184,274.0761,5.32897
2015-03-07 00:00:00+00:00,281.06015,274.09778,4.42897
2015-03-08 00:00:00+00:00,286.6377,273.3879,6.8628
2015-03-09 00:00:00+00:00,285.3729,276.1784,7.6257
2015-03-10 00:00:00+00:00,283.8752,274.19226,5.88373
2015-03-11 00:00:00+00:00,284.01187,273.8666,5.789235
2015-03-12 00:00:00+00:00,284.80286,273.39377,5.94832
2015-03-13 00:00:00+00:00,286.988,273.26147,6.974735
2015-03-14 00:00:00+00:00,286.3649,276.3435,8.2042
2015-03-15 00:00:00+00:00,286.5802,276.12332,8.20176
2015-03-16 00:00:00+00:00,289.76685,281.49203,12.47944
2015-03-17 00:00:00+00:00,289.8813,277.8329,10.7071
2015-03-18 00:00:00+00:00,290.0416,277.7463,10.7440
2015-03-19 00:00:00+00:00,288.9621,279.0642,10.8632
2015-03-20 00:00:00+00:00,287.91412,276.4798,9.04696
2015-03-21 00:00:00+00:00,290.63742,277.4452,10.89131
2015-03-22 00:00:00+00:00,291.1466,278.17184,11.50922
2015-03-23 00:00:00+00:00,289.63217,277.83435,10.58326
2015-03-24 00:00:00+00:00,290.8288,276.57056,10.54968
2015-03-25 00:00:00+00:00,292.7244,276.98923,11.706815
2015-03-26 00:00:00+00:00,294.9711,277.14706,12.90908
2015-03-27 00:00:00+00:00,294.74106,279.60214,14.02160
2015-03-28 00:00:00+00:00,292.12106,276.65234,11.23670
2015-03-29 00:00:00+00:00,292.47617,277.18033,11.67825
2015-03-30 00:00:00+00:00,293.03522,277.66156,12.19839
2015-03-31 00:00:00+00:00,294.19366,277.28165,12.58766
2015-04-01 00:00:00+00:00,295.58893,279.0154,14.152165
2015-04-02 00:00:00+00:00,295.24033,278.7293,13.834815
2015-04-03 00:00:00+00:00,295.15063,278.2806,13.565615
2015-04-04 00:00:00+00:00,293.96024,279.35397,13.50711
2015-04-05 00:00:00+00:00,291.84637,277.90405,11.72521
2015-04-06 00:00:00+00:00,290.27014,277.6816,10.82587
2015-04-07 00:00:00+00:00,291.94138,276.1242,10.88279
2015-04-08 00:00:00+00:00,293.56042,276.37396,11.81719
2015-04-09 00:00:00+00:00,292.44437,277.22934,11.68686
2015-04-10 00:00:00+00:00,290.92328,278.0686,11.34594
2015-04-11 00:00:00+00:00,292.54584,277.62894,11.93739
2015-04-12 00:00:00+00:00,292.68317,278.58524,12.48421
2015-04-13 00:00:00+00:00,291.3158,279.32324,12.16952
2015-04-14 00:00:00+00:00,293.46796,277.73264,12.45030
2015-04-15 00:00:00+00:00,294.81772,278.507,13.51236
2015-04-16 00:00:00+00:00,293.84372,278.49994,13.02183
2015-04-17 00:00:00+00:00,292.5892,279.73352,13.01136
2015-04-18 00:00:00+00:00,292.4798,280.02475,13.102275
2015-04-19 00:00:00+00:00,292.8119,279.1793,12.8456
2015-04-20 00:00:00+00:00,295.9657,278.98328,14.32449
2015-04-21 00:00:00+00:00,298.05685,280.98096,16.36891
2015-04-22 00:00:00+00:00,297.81277,281.5028,16.507785
2015-04-23 00:00:00+00:00,297.02118,282.54224,16.63171
2015-04-24 00:00:00+00:00,298.67224,282.20053,17.28639
2015-04-25 00:00:00+00:00,301.08112,283.23984,19.01048
2015-04-26 00:00:00+00:00,299.1027,281.52863,17.165665
2015-04-27 00:00:00+00:00,297.25394,281.3307,16.14232
2015-04-28 00:00:00+00:00,295.88034,279.52985,14.55510
2015-04-29 00:00:00+00:00,293.1248,277.85358,12.33919
2015-04-30 00:00:00+00:00,288.9317,278.1229,10.3773
2015-05-01 00:00:00+00:00,288.66687,276.83618,9.60153
2015-05-02 00:00:00+00:00,288.7138,279.20465,10.809225
2015-05-03 00:00:00+00:00,286.28375,277.64957,8.81666
2015-05-04 00:00:00+00:00,285.34903,275.15704,7.10304
2015-05-05 00:00:00+00:00,288.71118,277.36716,9.88917
2015-05-06 00:00:00+00:00,289.90292,277.89304,10.74798
2015-05-07 00:00:00+00:00,291.8524,279.3882,12.4703
2015-05-08 00:00:00+00:00,292.03024,279.02768,12.37896
2015-05-09 00:00:00+00:00,292.3233,278.62274,12.32302
2015-05-10 00:00:00+00:00,292.66412,278.18735,12.27574
2015-05-11 00:00:00+00:00,292.36075,278.19324,12.12700
2015-05-12 00:00:00+00:00,291.53204,280.51733,12.87469
2015-05-13 00:00:00+00:00,291.30655,280.93024,12.96840
2015-05-14 00:00:00+00:00,292.8881,277.52356,12.05583
2015-05-15 00:00:00+00:00,292.93454,280.06622,13.35038
2015-05-16 00:00:00+00:00,293.8149,280.7868,14.1509
2015-05-17 00:00:00+00:00,293.45688,282.3086,14.73274
2015-05-18 00:00:00+00:00,291.99594,282.04373,13.86984
2015-05-19 00:00:00+00:00,293.0687,280.06824,13.41847
2015-05-20 00:00:00+00:00,293.61752,280.2504,13.78396
2015-05-21 00:00:00+00:00,294.64035,280.6314,14.485875
2015-05-22 00:00:00+00:00,295.87494,280.7851,15.18002
2015-05-23 00:00:00+00:00,295.257,280.3673,14.66215
2015-05-24 00:00:00+00:00,294.4914,280.9468,14.5691
2015-05-25 00:00:00+00:00,294.48856,284.73093,16.45975
2015-05-26 00:00:00+00:00,290.328,280.2423,12.13515
2015-05-27 00:00:00+00:00,290.26877,280.8691,12.418935
2015-05-28 00:00:00+00:00,291.351,280.89706,12.97403
2015-05-29 00:00:00+00:00,290.8793,280.2488,12.4141
2015-05-30 00:00:00+00:00,293.0462,279.95593,13.351065
2015-05-31 00:00:00+00:00,292.7519,279.74033,13.096115
2015-06-01 00:00:00+00:00,292.01727,281.12018,13.41873
2015-06-02 00:00:00+00:00,295.13165,276.29443,12.56304
2015-06-03 00:00:00+00:00,299.7224,277.2051,15.3138
2015-06-04 00:00:00+00:00,299.98657,279.27496,16.48077
2015-06-05 00:00:00+00:00,298.52814,278.23773,15.23294
2015-06-06 00:00:00+00:00,292.69537,281.75595,14.07566
2015-06-07 00:00:00+00:00,291.64246,283.74786,14.54516
2015-06-08 00:00:00+00:00,291.96368,280.2685,12.96609
2015-06-09 00:00:00+00:00,294.5408,278.91965,13.580225
2015-06-10 00:00:00+00:00,296.06754,280.67105,15.21930
2015-06-11 00:00:00+00:00,294.7311,282.0796,15.2554
2015-06-12 00:00:00+00:00,295.36145,281.09137,15.07641
2015-06-13 00:00:00+00:00,295.64175,280.6214,14.981575
2015-06-14 00:00:00+00:00,296.85614,282.97012,16.76313
2015-06-15 00:00:00+00:00,296.5633,284.21164,17.23747
2015-06-16 00:00:00+00:00,295.68704,283.22308,16.30506
2015-06-17 00:00:00+00:00,296.0006,282.048,15.8743
2015-06-18 00:00:00+00:00,296.1033,282.28186,16.04258
2015-06-19 00:00:00+00:00,295.71124,283.8513,16.63127
2015-06-20 00:00:00+00:00,295.90704,284.1861,16.89657
2015-06-21 00:00:00+00:00,294.7046,282.4276,15.4161
2015-06-22 00:00:00+00:00,294.77197,281.62228,15.04713
2015-06-23 00:00:00+00:00,297.48392,281.52884,16.35638
2015-06-24 00:00:00+00:00,298.01816,283.06982,17.39399
2015-06-25 00:00:00+00:00,295.46796,282.98096,16.07446
2015-06-26 00:00:00+00:00,294.94125,283.14096,15.89111
2015-06-27 00:00:00+00:00,294.58112,282.89603,15.58858
2015-06-28 00:00:00+00:00,292.94238,282.90582,14.77410
2015-06-29 00:00:00+00:00,291.91754,281.6995,13.65852
2015-06-30 00:00:00+00:00,292.9879,282.63092,14.65941
2015-07-01 00:00:00+00:00,294.8171,283.17047,15.843785
2015-07-02 00:00:00+00:00,294.46335,282.32053,15.24194
2015-07-03 00:00:00+00:00,295.13843,283.73572,16.28708
2015-07-04 00:00:00+00:00,296.18216,283.21564,16.54890
2015-07-05 00:00:00+00:00,296.43475,283.81104,16.97290
2015-07-06 00:00:00+00:00,296.06418,283.7211,16.74264
2015-07-07 00:00:00+00:00,295.80737,284.97787,17.24262
2015-07-08 00:00:00+00:00,294.72028,284.2671,16.34369
2015-07-09 00:00:00+00:00,293.66125,283.52316,15.44221
2015-07-10 00:00:00+00:00,297.20078,282.4435,16.67214
2015-07-11 00:00:00+00:00,299.12982,283.2563,18.04306
2015-07-12 00:00:00+00:00,300.37167,285.14484,19.60826
2015-07-13 00:00:00+00:00,299.48038,284.94128,19.06083
2015-07-14 00:00:00+00:00,298.60608,284.22397,18.26503
2015-07-15 00:00:00+00:00,300.07538,284.13434,18.95486
